"Table 210-06304 : Employed persons by educational attainment, age and sex",,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,
Age group,,,15 - 24,15 - 24,15 - 24,15 - 24,15 - 24,15 - 24,25 - 39,25 - 39,25 - 39,25 - 39,25 - 39,25 - 39,40 and over,40 and over,40 and over,40 and over,40 and over,40 and over,15 and over,15 and over,15 and over,15 and over,15 and over,15 and over
Sex,,,Male,Male,Female,Female,Both sexes,Both sexes,Male,Male,Female,Female,Both sexes,Both sexes,Male,Male,Female,Female,Both sexes,Both sexes,Male,Male,Female,Female,Both sexes,Both sexes
 , , ,Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1)
,,,No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%)
Year,Quarter,Educational attainment (2),,,,,,,,,,,,,,,,,,,,,,,,
1992,,          Post-secondary - sub-degree (8),N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
1992,,     Post-secondary - degree (9),8.8,4.0,8.5,4.0,17.3,4.0,71.1,8.9,40.0,7.7,111.2,8.4,48.6,6.9,12.2,4.5,60.9,6.2,128.6,7.4,60.7,6.0,189.3,6.9
1992,,Overall,222.7,100.0,210.5,100.0,433.2,100.0,800.4,100.0,522.3,100.0,1322.7,100.0,707.6,100.0,274.0,100.0,981.7,100.0,1730.7,100.0,1006.9,100.0,2737.6,100.0
1993,,Primary and below,9.5,4.4,5.2,2.6,14.8,3.6,157.7,19.2,74.9,13.4,232.6,16.8,348.0,48.2,153.9,54.5,501.8,50.0,515.2,29.3,234.0,22.5,749.2,26.8
1993,,Secondary,179.7,83.5,157.7,78.7,337.5,81.2,518.4,63.1,372.8,66.7,891.2,64.5,291.7,40.4,96.1,34.0,387.8,38.6,989.8,56.3,626.6,60.2,1616.4,57.7
1993,,     Lower secondary (3),72.7,33.8,26.8,13.4,99.5,23.9,179.7,21.9,68.1,12.2,247.8,17.9,117.2,16.2,31.6,11.2,148.8,14.8,369.6,21.0,126.5,12.1,496.0,17.7
1993,,     Upper secondary (4),107.0,49.7,131.0,65.4,238.0,57.3,338.7,41.2,304.7,54.5,643.4,46.6,174.5,24.2,64.5,22.8,239.0,23.8,620.3,35.3,500.1,48.0,1120.4,40.0
1993,,Post-secondary (5),26.0,12.1,37.4,18.7,63.4,15.2,146.1,17.8,110.9,19.9,257.0,18.6,81.8,11.3,32.3,11.5,114.1,11.4,253.9,14.4,180.6,17.3,434.5,15.5
1993,,     Post-secondary - non-degree (6),16.3,7.6,26.0,13.0,42.3,10.2,65.2,7.9,63.9,11.4,129.1,9.4,28.3,3.9,17.7,6.3,46.0,4.6,109.8,6.2,107.6,10.3,217.4,7.8
1993,,          Post-secondary - diploma/certificate (7),N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
1993,,          Post-secondary - sub-degree (8),N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
1993,,     Post-secondary - degree (9),9.7,4.5,11.4,5.7,21.1,5.1,80.9,9.8,47.0,8.4,127.9,9.3,53.5,7.4,14.6,5.2,68.1,6.8,144.1,8.2,73.0,7.0,217.1,7.8
