Year,Quater,Educational attainment,Both sexes:No. ('000),Both sexes:Percentage share (%),Female:No. ('000),Female:Percentage share (%),Male:No. ('000),Male:Percentage share (%),total_female,total_male
2021,Q1,Secondary,3500.3,48.24763462802157,1784.6,48.29090493535162,1715.6999999999998,48.202708848818524,3695.519896322286,3559.343532706985
2021,Q1,     Lower secondary (3),933.2,12.864178178364488,399.1,10.798675174623199,534.2,15.012242668314125,3695.8237334324294,3558.429022250749
2021,Q1,     Upper secondary (4),2567.0,35.38998979788926,1385.6,37.50476817307569,1181.4,33.19471814676789,3694.463577553077,3558.9999432335317
2021,Q1,Post-secondary (5),3178.5,43.794358388855926,1574.8,42.63505572112534,1603.8,44.998610256267185,3693.6740749225733,3564.1100711029862
2021,Q1,     Post-secondary - non-degree (6),784.5,10.826898921655673,380.3,10.288286128372324,404.4,11.393458116714243,3696.4368530851316,3549.405245162079
2021,Q1,          Post-secondary - diploma/certificate (7),312.29999999999995,4.3216856080407675,164.4,4.465774555541183,147.8,4.169235102611616,3681.3322740623044,3545.014765596161
2021,Q1,          Post-secondary - sub-degree (8),472.4,6.486512677250033,215.9,5.820243050578731,256.5,7.178164585161195,3709.467081078894,3573.3368461659475
2021,Q1,     Post-secondary - degree (9),2394.0,32.98983674360364,1194.5,32.306213612691394,1199.4,33.69717094240238,3697.431132971722,3559.349246410331
2021,Q2,Primary and below,566.8,7.746544317490245,327.1,8.71229207579267,238.6,6.697834492500329,3754.465497189378,3562.345415778251
2021,Q2,Secondary,3601.4,49.051647708634775,1836.0,48.97893786619939,1765.3,49.12471184274879,3748.550050259528,3593.5070838701986
2021,Q2,     Lower secondary (3),961.2,13.08523961726292,412.8,10.989425939959267,548.4,15.278561507425255,3756.33815865663,3589.3431442055726
2021,Q2,     Upper secondary (4),2640.2,35.944822127177936,1423.2,37.908450553388015,1217.0,33.89180161185229,3754.308021626074,3590.838911243961
2021,Q2,Post-secondary (5),3172.8,43.21577513822391,1585.8,42.30048077062858,1587.0,44.17081699380953,3748.8935612786304,3592.869926364313
2021,Q2,     Post-secondary - non-degree (6),748.5,10.178387158487476,360.2,9.587638728337295,388.2,10.792637559977859,3756.9208666091085,3596.8964754227914
2021,Q2,          Post-secondary - diploma/certificate (7),278.4,3.791927286135272,152.2,4.090506975999627,126.2,3.485126174886837,3720.8101805719507,3621.102756892231
2021,Q2,          Post-secondary - sub-degree (8),470.0,6.402709861072689,208.1,5.539817570138693,262.0,7.309858984850461,3756.441387559809,3584.200468750353
2021,Q2,     Post-secondary - degree (9),2424.4,33.03371780355193,1225.5,32.699901807638064,1198.8,33.37927406764356,3747.717675756894,3591.4501842389245
2021,Q3,Primary and below,580.3,7.816939070387119,337.79999999999995,8.981426382892522,241.2,6.585617604680609,3761.0952380952376,3662.5266524520257
2021,Q3,Secondary,3632.2,49.1744821884125,1857.8000000000002,49.53398726124046,1774.3000000000002,48.800879193494254,3750.5561387619173,3635.7951523064685
2021,Q3,     Lower secondary (3),957.9,12.97870538974003,416.2,11.117607570723235,541.6,14.891639480481988,3743.611180304729,3636.940047533775
2021,Q3,     Upper secondary (4),2674.4,36.204493211595775,1441.7,38.42329116832683,1232.6,33.91129472149731,3752.151250355215,3634.777174162626
2021,Q3,Post-secondary (5),3173.8,42.94703616949517,1554.0,41.42464080262221,1619.8,44.516604972023934,3751.3904040940547,3638.642257238504
2021,Q3,     Post-secondary - non-degree (6),752.2,10.17632219668046,352.8,9.393651873291084,399.29999999999995,10.982027525430443,3755.7278549263065,3635.9406227617274
2021,Q3,          Post-secondary - diploma/certificate (7),279.3,3.7707167411229023,144.2,3.8402987398356894,135.2,3.701915175827375,3754.9162127467644,3652.1636390488848
2021,Q3,          Post-secondary - sub-degree (8),472.8,6.420972784886075,208.8,5.591958709538179,264.2,7.279365711831185,3733.9331501831507,3629.437102886513
2021,Q3,     Post-secondary - degree (9),2421.6,32.79382420703437,1201.2,32.03269213374659,1220.5,33.581900644381555,3749.9189733557555,3634.398222198887
2021,Q4,Primary and below,590.5,7.960573393826971,328.4,8.763738851723609,259.4,7.067064087542224,3747.2590814982113,3670.548289738431
2021,Q4,Secondary,3630.8,48.997709044175224,1861.8000000000002,49.676173241492044,1769.0,48.303386014722896,3747.8732328055635,3662.269140844097
2021,Q4,     Lower secondary (3),967.0,13.044471050048312,417.0,11.121149622188941,549.9,15.010276781251806,3749.612352737353,3663.4900742592454
2021,Q4,     Upper secondary (4),2663.9,35.9503455659544,1444.6999999999998,38.536834213035895,1219.0,33.296351114666074,3748.880855167132,3661.0618256697385
2021,Q4,Post-secondary (5),3190.0,43.02994417313503,1557.2,41.497614265437576,1632.8,44.60060083746311,3752.504879050256,3660.937228066441
2021,Q4,     Post-secondary - non-degree (6),753.8,10.176263820356048,357.5,9.538724017829326,396.3,10.829191415833405,3747.880736792239,3659.553006151209
2021,Q4,          Post-secondary - diploma/certificate (7),272.8,3.6765736227025765,140.2,3.71964653685686,132.5,3.629364664337653,3769.1753399362096,3650.7767131242736
2021,Q4,          Post-secondary - sub-degree (8),481.1,6.475201688033271,217.4,5.77771030427656,263.8,7.1936008379944045,3762.736249325002,3667.1481493202805
2021,Q4,     Post-secondary - degree (9),2436.2,32.87636161818082,1199.6,32.00135712097726,1236.6,33.77215505934224,3748.591022140271,3661.59635897421
2022,Q1,Primary and below,560.4000000000001,7.7342978797067845,324.6,8.904701084228845,234.7,6.518751889652467,3645.265539288011,3600.382465431009
2022,Q1,Secondary,3475.4,48.191660270381476,1760.6,48.001964995592346,1714.8,48.38798829036161,3667.7665178116404,3543.8547056554744
2022,Q1,     Lower secondary (3),944.7,13.092035894909696,409.8,11.169139293382672,535.0,15.084024015932822,3669.038313836701,3546.7989141020644
